2020-04-06 10:43:55.969 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.spring.redis.RedisTest], using SpringBootContextLoader
2020-04-06 18:27:25.506 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 23ms. Found 0 Redis repository interfaces.
2020-04-06 18:27:25.906 [main] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - Post-processing PropertySource instances
2020-04-06 18:27:25.990 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2020-04-06 18:27:25.991 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Inlined Test Properties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:27:26.088 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:27:26.089 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:27:26.089 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2020-04-06 18:27:26.089 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource applicationConfig: [classpath:/application.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:27:26.168 [main] INFO  c.u.j.filter.DefaultLazyPropertyFilter - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2020-04-06 18:27:26.582 [main] INFO  c.u.j.resolver.DefaultLazyPropertyResolver - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2020-04-06 18:27:26.584 [main] INFO  c.u.j.detector.DefaultLazyPropertyDetector - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2020-04-06 18:27:26.776 [main] INFO  com.spring.redis.config.redis.RedisConfig - redis nodes : 192.168.112.131:8001,192.168.112.131:8002,192.168.112.131:8003,192.168.112.131:8004,192.168.112.131:8005,192.168.112.131:8006  jedispool : JedisPoolProperties(maxTotal=30, maxIdle=10, numTestsPerEvictionRun=1024, timeBetweenEvictionRunsMillis=30000, minEvictableIdleTimeMillis=1800000, softMinEvictableIdleTimeMillis=10000, maxWaitMillis=1500, testOnBorrow=true, testWhileIdle=true, blockWhenExhausted=false) 
2020-04-06 18:27:26.956 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2020-04-06 18:27:28.043 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-04-06 18:27:28.833 [main] INFO  com.spring.redis.RedisTest - Started RedisTest in 4.632 seconds (JVM running for 6.82)
2020-04-06 18:27:29.204 [main] INFO  com.spring.redis.RedisTest - 通过cglib生成代理对象，设置为true表示通过aop框架去代码该对象
2020-04-06 18:27:29.241 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-04-06 18:27:29.245 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService
2020-04-06 18:27:41.765 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.spring.redis.RedisTest], using SpringBootContextLoader
2020-04-06 18:27:41.779 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.spring.redis.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-06 18:27:41.781 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.spring.redis.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-06 18:27:41.999 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.spring.redis.SpringRedisApplication for test class com.spring.redis.RedisTest
2020-04-06 18:27:42.176 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-06 18:27:42.208 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@ce5a68e, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@9d157ff, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2f162cc0, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5df417a7, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7c041b41, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7f69d591, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@61078690, org.springframework.test.context.event.EventPublishingTestExecutionListener@1cb3ec38, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@403132fc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@71c5b236, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2cab9998, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@2f7a7219, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@669513d8]
2020-04-06 18:27:42.747 [main] INFO  com.spring.redis.RedisTest - Starting RedisTest on DESKTOP-HMQUVHD with PID 9228 (started by 13216 in E:\chrome_dowload\redis)
2020-04-06 18:27:42.749 [main] INFO  com.spring.redis.RedisTest - No active profile set, falling back to default profiles: default
2020-04-06 18:27:43.971 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-04-06 18:27:43.977 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-04-06 18:27:44.015 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18ms. Found 0 Redis repository interfaces.
2020-04-06 18:27:44.326 [main] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - Post-processing PropertySource instances
2020-04-06 18:27:44.399 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2020-04-06 18:27:44.400 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Inlined Test Properties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:27:44.400 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:27:44.400 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:27:44.400 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2020-04-06 18:27:44.400 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource applicationConfig: [classpath:/application.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:27:44.464 [main] INFO  c.u.j.filter.DefaultLazyPropertyFilter - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2020-04-06 18:27:44.894 [main] INFO  c.u.j.resolver.DefaultLazyPropertyResolver - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2020-04-06 18:27:44.896 [main] INFO  c.u.j.detector.DefaultLazyPropertyDetector - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2020-04-06 18:27:45.092 [main] INFO  com.spring.redis.config.redis.RedisConfig - redis nodes : 192.168.112.131:8001,192.168.112.131:8002,192.168.112.131:8003,192.168.112.131:8004,192.168.112.131:8005,192.168.112.131:8006  jedispool : JedisPoolProperties(maxTotal=30, maxIdle=10, numTestsPerEvictionRun=1024, timeBetweenEvictionRunsMillis=30000, minEvictableIdleTimeMillis=1800000, softMinEvictableIdleTimeMillis=10000, maxWaitMillis=1500, testOnBorrow=true, testWhileIdle=true, blockWhenExhausted=false) 
2020-04-06 18:27:45.281 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2020-04-06 18:27:46.370 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-04-06 18:27:47.151 [main] INFO  com.spring.redis.RedisTest - Started RedisTest in 4.882 seconds (JVM running for 7.114)
2020-04-06 18:27:47.514 [main] INFO  com.spring.redis.RedisTest - 通过cglib生成代理对象，设置为true表示通过aop框架去代码该对象
2020-04-06 18:27:47.642 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-04-06 18:27:47.649 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService
2020-04-06 18:28:04.712 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.spring.redis.RedisTest], using SpringBootContextLoader
2020-04-06 18:28:04.720 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.spring.redis.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-06 18:28:04.721 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.spring.redis.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-06 18:28:04.908 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.spring.redis.SpringRedisApplication for test class com.spring.redis.RedisTest
2020-04-06 18:28:05.058 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-06 18:28:05.082 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@9d157ff, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2f162cc0, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@5df417a7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@7c041b41, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7f69d591, org.springframework.test.context.transaction.TransactionalTestExecutionListener@61078690, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1cb3ec38, org.springframework.test.context.event.EventPublishingTestExecutionListener@403132fc, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@71c5b236, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2cab9998, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2f7a7219, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@669513d8, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3a1d593e]
2020-04-06 18:28:05.578 [main] INFO  com.spring.redis.RedisTest - Starting RedisTest on DESKTOP-HMQUVHD with PID 6156 (started by 13216 in E:\chrome_dowload\redis)
2020-04-06 18:28:05.579 [main] INFO  com.spring.redis.RedisTest - No active profile set, falling back to default profiles: default
2020-04-06 18:28:06.343 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-04-06 18:28:06.347 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-04-06 18:28:06.393 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 21ms. Found 0 Redis repository interfaces.
2020-04-06 18:28:06.793 [main] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - Post-processing PropertySource instances
2020-04-06 18:28:06.867 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2020-04-06 18:28:06.868 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Inlined Test Properties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:28:06.868 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:28:06.868 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:28:06.869 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2020-04-06 18:28:06.869 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource applicationConfig: [classpath:/application.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:28:06.943 [main] INFO  c.u.j.filter.DefaultLazyPropertyFilter - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2020-04-06 18:28:07.376 [main] INFO  c.u.j.resolver.DefaultLazyPropertyResolver - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2020-04-06 18:28:07.379 [main] INFO  c.u.j.detector.DefaultLazyPropertyDetector - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2020-04-06 18:28:07.596 [main] INFO  com.spring.redis.config.redis.RedisConfig - redis nodes : 192.168.112.131:8001,192.168.112.131:8002,192.168.112.131:8003,192.168.112.131:8004,192.168.112.131:8005,192.168.112.131:8006  jedispool : JedisPoolProperties(maxTotal=30, maxIdle=10, numTestsPerEvictionRun=1024, timeBetweenEvictionRunsMillis=30000, minEvictableIdleTimeMillis=1800000, softMinEvictableIdleTimeMillis=10000, maxWaitMillis=1500, testOnBorrow=true, testWhileIdle=true, blockWhenExhausted=false) 
2020-04-06 18:28:07.800 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2020-04-06 18:28:09.160 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-04-06 18:28:10.017 [main] INFO  com.spring.redis.RedisTest - Started RedisTest in 4.871 seconds (JVM running for 7.08)
2020-04-06 18:28:10.357 [main] INFO  com.spring.redis.RedisTest - 通过cglib生成代理对象，设置为true表示通过aop框架去代码该对象
2020-04-06 18:28:10.391 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-04-06 18:28:10.396 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService
2020-04-06 18:29:26.100 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.spring.redis.RedisTest], using SpringBootContextLoader
2020-04-06 18:29:26.111 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.spring.redis.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-06 18:29:26.112 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.spring.redis.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-06 18:29:26.263 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.spring.redis.SpringRedisApplication for test class com.spring.redis.RedisTest
2020-04-06 18:29:26.394 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-06 18:29:26.416 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@ce5a68e, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@9d157ff, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2f162cc0, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5df417a7, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7c041b41, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7f69d591, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@61078690, org.springframework.test.context.event.EventPublishingTestExecutionListener@1cb3ec38, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@403132fc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@71c5b236, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2cab9998, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@2f7a7219, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@669513d8]
2020-04-06 18:29:26.854 [main] INFO  com.spring.redis.RedisTest - Starting RedisTest on DESKTOP-HMQUVHD with PID 18996 (started by 13216 in E:\chrome_dowload\redis)
2020-04-06 18:29:26.855 [main] INFO  com.spring.redis.RedisTest - No active profile set, falling back to default profiles: default
2020-04-06 18:29:27.588 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-04-06 18:29:27.592 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-04-06 18:29:27.635 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 21ms. Found 0 Redis repository interfaces.
2020-04-06 18:29:28.029 [main] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - Post-processing PropertySource instances
2020-04-06 18:29:28.110 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2020-04-06 18:29:28.111 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Inlined Test Properties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:29:28.111 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:29:28.111 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:29:28.112 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2020-04-06 18:29:28.112 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource applicationConfig: [classpath:/application.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-06 18:29:28.194 [main] INFO  c.u.j.filter.DefaultLazyPropertyFilter - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2020-04-06 18:29:28.603 [main] INFO  c.u.j.resolver.DefaultLazyPropertyResolver - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2020-04-06 18:29:28.607 [main] INFO  c.u.j.detector.DefaultLazyPropertyDetector - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2020-04-06 18:29:28.805 [main] INFO  com.spring.redis.config.redis.RedisConfig - redis nodes : 192.168.112.131:8001,192.168.112.131:8002,192.168.112.131:8003,192.168.112.131:8004,192.168.112.131:8005,192.168.112.131:8006  jedispool : JedisPoolProperties(maxTotal=30, maxIdle=10, numTestsPerEvictionRun=1024, timeBetweenEvictionRunsMillis=30000, minEvictableIdleTimeMillis=1800000, softMinEvictableIdleTimeMillis=10000, maxWaitMillis=1500, testOnBorrow=true, testWhileIdle=true, blockWhenExhausted=false) 
2020-04-06 18:29:28.986 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2020-04-06 18:29:30.111 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-04-06 18:29:30.872 [main] INFO  com.spring.redis.RedisTest - Started RedisTest in 4.4 seconds (JVM running for 6.507)
2020-04-06 18:29:41.124 [main] INFO  com.spring.redis.RedisTest - 通过cglib生成代理对象，设置为true表示通过aop框架去代码该对象
2020-04-06 18:29:41.150 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-04-06 18:29:41.153 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService
2020-04-06 18:32:59.020 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.spring.redis.RedisTest], using SpringBootContextLoader
2020-04-06 18:32:59.031 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.spring.redis.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-06 18:32:59.032 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.spring.redis.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-06 18:32:59.218 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.spring.redis.SpringRedisApplication for test class com.spring.redis.RedisTest
2020-04-06 18:32:59.361 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
